,COD. IPRESS,NOMBRE IPRESS,PRODUCTO/SERVICIO,ENE21,FEB21,MAR21,ABR21,MAY21,JUN21,JUL21,AGO21,SEP21,OCT21,NOV21,DIC21
1837,21412,CLÍNICA MADRE DE CRISTO,DECORTEN 4 mg/2 mL INYECTABLE ELIFARMA AMPOLLA X 2 ML x 1 /,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,0,0,0,0
1838,12262,CLÍNICA SANTA ROSA,DECORTEN 4 mg/2 mL INYECTABLE ELIFARMA AMPOLLA X 2 ML x 1 /,0,0,6.6,6.6,6.6,6.6,6.6,0,0,0,0,0
1839,27462,CLINICA LA LUZ,DECORTEN 4 mg/2 mL INYECTABLE ELIFARMA AMPOLLA X 2 ML x 1 /,15,15,15,15,15,15,20,0,0,0,0,0
1840,9602,MEDEX,DECORTEN 4 mg/2 mL INYECTABLE ELIFARMA AMPOLLA X 2 ML x 1 /,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,0,0,0,0
1841,12854,CLINICA ADVENTISTA ANA STAHL,DECORTEN 4 mg/2 mL INYECTABLE ELIFARMA AMPOLLA X 2 ML x 1 /,0,0,10.21,10.21,10.21,10.21,10.21,0,0,0,0,0
1842,11396,ADMINISTRADORA CLINICA TRESA,DEPO MEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,0,41.5,41.5,41.5,41.5,41.5,41.5,41.5,0,0,0,0
1843,9116,CLINICA SAN FELIPE S.A.,DEPO MEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,64.85,64.85,64.85,64.85,64.85,64.85,64.85,0,0,0,0,0
1844,18404,CLINICA SAN PABLO TRUJILLO,DEPO MEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,57.5,57.5,0,0,0,0,0,0,0,0,0,0
1845,18404,CLINICA SAN PABLO TRUJILLO,DEPO-MEDROL 40 mg/mL INYECTABLE PFIZER VIAL x 1 /,0,0,57.5,57.5,57.5,57.5,57.5,57.5,0,0,0,0
1846,9116,CLINICA SAN FELIPE S.A.,DEPO-MEDROL 40 mg/mL INYECTABLE PFIZER VIAL x 1 /,64.85,64.85,64.85,64.85,64.85,64.85,64.85,0,0,0,0,0
1847,9988,CLINICA SAN PABLO,DEPO-MEDROL 40 mg/mL INYECTABLE PFIZER VIAL x 1 /,0,37.38,37.38,37.38,37.38,37.38,37.38,37.38,0,0,0,0
1848,13373,CLINICA PERUANO AMERICANA S. A.,DEPO-MEDROL 40 mg/mL INYECTABLE PFIZER VIAL x 1 /,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,0,0,0,0
1849,9988,CLINICA SAN PABLO,DEPO-MEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,0,0,37.38,37.38,37.38,37.38,37.38,37.38,0,0,0,0
1850,9116,CLINICA SAN FELIPE S.A.,DEPO-MEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,64.85,64.85,64.85,64.85,64.85,64.85,64.85,0,0,0,0,0
1851,9988,CLINICA SAN PABLO,DEPOMEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,37.38,0,37.38,37.38,37.38,37.38,37.38,37.38,0,0,0,0
1852,9116,CLINICA SAN FELIPE S.A.,DEPOMEDROL 40 mg/mL INYECTABLE PFIZER VIAL X 1 ML x 1 /,64.85,64.85,64.85,64.85,64.85,64.85,64.85,0,0,0,0,0
1853,10603,CLÍNICA MÉDICA CAYETANO HEREDIA,DESAYUNO / DESAYUNO,8,8,8,0,0,0,0,0,0,0,0,0
1854,8325,CLINICA CENTENARIO PERUANO JAPONESA,DESAYUNO / DESAYUNO,15,15,15,15,15,15,15,15,0,0,0,0
1855,9988,CLINICA SAN PABLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, CUANTIFICACION /",895.18,0,0,0,0,0,0,0,0,0,0,0
1856,10182,CLINICA JESUS DEL NORTE,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,198.24,198.24,198.24,198.24,198.24,0,0,0,0,0
1857,9988,CLINICA SAN PABLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",157.98,0,157.98,157.98,157.98,157.98,157.98,157.98,0,0,0,0
1858,9988,CLINICA SAN PABLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",294.88,0,294.88,294.88,294.88,294.88,294.88,294.88,0,0,0,0
1859,10182,CLINICA JESUS DEL NORTE,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,106.2,106.2,106.2,106.2,106.2,106.2,0,0,0,0,0
1860,18404,CLINICA SAN PABLO TRUJILLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,94.51,94.51,94.51,94.51,111.52,111.52,0,0,0,0
1861,18404,CLINICA SAN PABLO TRUJILLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,0,0,0,0,198.24,198.24,0,0,0,0
1862,9988,CLINICA SAN PABLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",180.52,0,180.52,180.52,180.52,180.52,180.52,180.52,0,0,0,0
1863,18404,CLINICA SAN PABLO TRUJILLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,0,0,0,0,198.24,198.24,0,0,0,0
1864,9988,CLINICA SAN PABLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",157.98,157.98,157.98,157.98,157.98,157.98,157.98,157.98,0,0,0,0
1865,18404,CLINICA SAN PABLO TRUJILLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,0,0,0,0,127.42,127.42,0,0,0,0
1866,10182,CLINICA JESUS DEL NORTE,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,106.2,106.2,106.2,106.2,106.2,0,0,0,0,0
1867,10182,CLINICA JESUS DEL NORTE,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,121.35,121.35,121.35,121.35,121.35,0,0,0,0,0
1868,9988,CLINICA SAN PABLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",294.88,0,294.88,294.88,294.88,294.88,294.88,294.88,0,0,0,0
1869,10182,CLINICA JESUS DEL NORTE,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,198.24,198.24,198.24,198.24,198.24,0,0,0,0,0
1870,18404,CLINICA SAN PABLO TRUJILLO,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE EVAL /",0,0,0,0,0,0,111.52,111.52,0,0,0,0
1871,8271,CLINICA SAN JUAN BAUTISTA,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE PRUE /",69.93,69.93,0,69.93,69.93,69.93,69.93,69.93,0,0,0,0
1872,8271,CLINICA SAN JUAN BAUTISTA,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE PRUE /",29.37,29.37,0,29.37,29.37,29.37,29.37,29.37,0,0,0,0
1873,17824,CLINICA MARIA HUARHUA,"DETECCION DE AGENTE INFECCIOSO POR MEDIO DE ADN O ARN, TECNICA DE PRUE /",0,0,75,75,75,90,40,0,0,0,0,0
1874,8024,CLINICA CAYETANO HEREDIA,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,150,150,150,150,150,150,150,0,0,0,0,0
1875,13373,CLINICA PERUANO AMERICANA S. A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI SS-B,80,80,80,80,80,80,80,80,0,0,0,0
1876,12206,DETECTA CLINICA,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,200,0,0,0,0,0,0,0,0,0,0,0
1877,10559,CLINICA DANIEL A. CARRION S.A.C.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,80,80,80,80,80,80,80,80,0,0,0,0
1878,18404,CLINICA SAN PABLO TRUJILLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,0,0,135.59,135.59,135.59,135.59,0,0,0,0,0,0
1879,9090,"CLINICA "" LIMATAMBO""",DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,0,0,130.01,130.01,130.01,130.01,130.01,130.01,0,0,0,0
1880,10182,CLINICA JESUS DEL NORTE,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ENA,0,0,505.72,505.72,505.72,505.72,505.72,0,0,0,0,0
1881,9988,CLINICA SAN PABLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ENA,0,0,752.26,752.26,752.26,752.26,752.26,752.26,0,0,0,0
1882,13373,CLINICA PERUANO AMERICANA S. A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI-LA,80,80,80,80,80,80,80,80,0,0,0,0
1883,9886,CLINICA SAN BORJA,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ENA -,0,368.86,368.86,368.86,368.86,368.86,368.86,0,0,0,0,0
1884,13373,CLINICA PERUANO AMERICANA S. A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,70,70,70,70,70,70,70,70,0,0,0,0
1885,14501,CLINICA SAN GABRIEL S.A.C.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,0,0,0,0,160,160,160,0,0,0,0,0
1886,15375,CLINICA SAN PEDRO S.A.C.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI-RO,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,0,0,0,0
1887,13373,CLINICA PERUANO AMERICANA S. A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI-DNA,80,80,80,80,80,80,80,80,0,0,0,0
1888,8024,CLINICA CAYETANO HEREDIA,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,60,0,0,0,0,0,0,0,0,0,0,0
1889,25208,GRUPO CARITA FELIZ S.A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,150,150,150,150,150,150,150,130,0,0,0,0
1890,15375,CLINICA SAN PEDRO S.A.C.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI-LA,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,0,0,0,0
1891,9627,SAN MARTIN,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / 7AM-8PM,150,150,129,129,129,98,98,78,0,0,0,0
1892,13373,CLINICA PERUANO AMERICANA S. A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI-,80,80,80,80,80,80,80,80,0,0,0,0
1893,15375,CLINICA SAN PEDRO S.A.C.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI,80,80,80,80,80,80,80,80,0,0,0,0
1894,13373,CLINICA PERUANO AMERICANA S. A.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI SS-A,80,80,80,80,80,80,80,80,0,0,0,0
1895,10182,CLINICA JESUS DEL NORTE,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,0,160,200,200,200,200,0,0,0,0,0,0
1896,9988,CLINICA SAN PABLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI CCP,526.58,0,0,0,0,0,0,0,0,0,0,0
1897,9988,CLINICA SAN PABLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,0,160,160,160,160,0,0,0,0,0,0,0
1898,9437,CLINICA LIMATAMBO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,0,0,130.01,130.01,130.01,130.01,130.01,130.01,0,0,0,0
1899,27462,CLINICA LA LUZ,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,110,110,110,110,110,110,90,0,0,0,0,0
1900,25160,CLIN. DANIEL A. CARRION,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,80,0,0,0,0,0,0,0,0,0,0,0
1901,15375,CLINICA SAN PEDRO S.A.C.,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANTI,85,85,85,85,85,85,85,85,0,0,0,0
1902,18404,CLINICA SAN PABLO TRUJILLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ENA,0,0,0,0,0,0,531,531,0,0,0,0
1903,27462,CLINICA LA LUZ,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,0,0,0,60,60,60,60,0,0,0,0,0
1904,9988,CLINICA SAN PABLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANCA,206.95,0,0,0,0,0,0,0,0,0,0,0
1905,15963,LA CLINICA DE ICA DR. JULIO TATAJE BARRIGA SRL,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE /,0,0,0,0,0,200,200,200,0,0,0,0
1906,8024,CLINICA CAYETANO HEREDIA,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,150,150,150,150,150,150,150,0,0,0,0,0
1907,27462,CLINICA LA LUZ,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,0,0,0,80,80,80,80,0,0,0,0,0
1908,9988,CLINICA SAN PABLO,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / ANA ANTI-,55.29,0,0,0,0,0,0,0,0,0,0,0
1909,8024,CLINICA CAYETANO HEREDIA,DETECCION DE ANTICUERPOS CONTRA ANTIGENO NUCLEAR EXTRAIBLE / PRUEBA,60,0,0,0,0,0,0,0,0,0,0,0
1910,8858,CLINICA ORTEGA,DETECCION DE ANTICUERPOS COVID-19 / ECLIA - ANTICUERPOS TOTALES,0,0,0,0,0,0,90,90,0,0,0,0
1911,11087,CLINICA LA LUZ S.A.C.,DETECCION DE ANTICUERPOS COVID-19 / ANTICUERPOS NEUTRALIZANTES SARS-COV-,0,0,0,0,0,0,0,100,0,0,0,0
1912,20752,SERVICIO MEDICO DE APOYO UNILABS - ANATOMIA,DETECCION DE ANTICUERPOS COVID-19 / DETECTA KLA INMUNIDAD DEL CUERPO,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0
1913,23429,POLICLINICA DEL TRABAJADOR,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA QUIMIOLUMINISCENCIA (CLIA),0,159.3,159.3,159.3,159.3,250.16,250.16,250.16,0,0,0,0
1914,11517,CONTROL VITAL,DETECCION DE ANTICUERPOS COVID-19 / QUIMIOLUMINICENSIA -  SERVICIO DE TOMA,0,153.4,153.4,153.4,0,0,82.6,82.6,0,0,0,0
1915,8216,LABORATORIO CLINICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1916,11129,MAX SALUD AVISAL S.A.,DETECCION DE ANTICUERPOS COVID-19 / ANTICUERPOS  IGG,0,120,120,120,120,120,120,120,0,0,0,0
1917,11181,LABORATORIOS ROE S.A.,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1918,16113,CLINICA ZIEGLER CIRUGIA PLASTICA,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA RAPIDA ANTICUERPOS COVID 19,0,0,0,130,0,130,130,130,0,0,0,0
1919,21020,SERVICIO MEDICO DE APOYO UNILABS - PATOLOGIA,DETECCION DE ANTICUERPOS COVID-19 / DETECTAN LA INMUNIDAD DEL CUERPO,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0
1920,20639,UNILABS LABORATORIO CLINICO,DETECCION DE ANTICUERPOS COVID-19 / DETECTA LA INMUNIDAD DEL CUERPO,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0
1921,9786,CONSULTORIO DE ENFERMERIA CON TOMA DE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1922,27912,LABORATORIO CLINICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1923,18450,CLÍNICA S. MORALES S.R.L,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE ANTICUERPOS COVID-19,0,0,80,80,80,80,130,130,0,0,0,0
1924,25930,CLINICA SANENS,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA RAPIDA ANTIGENO COVID 19,150,150,130,130,130,130,130,90,0,0,0,0
1925,27320,CLINICA AUNA GUARDIA CIVIL,DETECCION DE ANTICUERPOS COVID-19 / SARS COV-2 ANTICUERPOS TOTALES,0,0,0,0,0,88,88,0,0,0,0,0
1926,10603,CLÍNICA MÉDICA CAYETANO HEREDIA,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE ANTICUERPSO TOTALES SAR,62,62,62,0,0,0,0,0,0,0,0,0
1927,25602,CENTRO MEDICO DEL VALLE,"DETECCION DE ANTICUERPOS COVID-19 / INCLUYEN EPPS, APLICACIÓN DE FICHAS",0,0,120,120,120,120,0,0,0,0,0,0
1928,16830,CLINICA CAMINO REAL,DETECCION DE ANTICUERPOS COVID-19 / SARS COV-2 ANTICUERPOS TOTALES,105,55,55,54.99,54.99,54.99,54.99,0,0,0,0,0
1929,16551,CLINICA JUAN PABLO II,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE NASOFARINGEO,200,200,200,200,200,200,200,200,0,0,0,0
1930,18786,LABORTORIO CLINICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1931,25602,CENTRO MEDICO DEL VALLE,"DETECCION DE ANTICUERPOS COVID-19 / INCLUYE EPPS, TOMA DE MUESTRAS,",0,120,120,120,120,120,0,0,0,0,0,0
1932,13383,CLINICA SANTA ISABEL,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA RAPIDA PARA COVID-19,0,0,0,79,79,79,79,79,0,0,0,0
1933,13165,CENTRO DE REPOSO SAN JUAN DE DIOS,DETECCION DE ANTICUERPOS COVID-19 / DETECCIÓN DE ANTICUERPOS COVID-19,148,148,148,148,148,148,148,148,0,0,0,0
1934,9123,CLINICA ANGLOAMERICANA,DETECCION DE ANTICUERPOS COVID-19 / COVID-19 ANTICUERPOS TOTALES - CLIA,150,150,150,150,150,150,150,0,0,0,0,0
1935,8271,CLINICA SAN JUAN BAUTISTA,DETECCION DE ANTICUERPOS COVID-19 / PCR,111.5,111.5,0,111.5,111.5,111.5,111.5,111.5,0,0,0,0
1936,15963,LA CLINICA DE ICA DR. JULIO TATAJE BARRIGA SRL,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA POR METODO DE FLUORESCENCIA,0,0,0,0,160,160,160,160,0,0,0,0
1937,13164,CLINICA SANTA MARIA DE CHIMBOTE S.A.C.,DETECCION DE ANTICUERPOS COVID-19 / DETECCION DE ANTICUERPOS COVID-19,170,0,0,0,0,0,0,0,0,0,0,0
1938,16005,CLINICA PARROQUIAL SAN FRANCISCO DE ASIS,DETECCION DE ANTICUERPOS COVID-19 / CORONAVIRUS SARS COV-2 ANTICUERPOS,0,70,70,70,70,70,70,70,0,0,0,0
1939,23652,UNITED LABORATORIES PERU,DETECCION DE ANTICUERPOS COVID-19 / DETECTAN LA INMUNIDAD DEL CUERPO,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0
1940,11849,CLINICA MIRAFLORES SAC,DETECCION DE ANTICUERPOS COVID-19 / ANTICUERPOS IGG NEUTRALIZANTES POST,0,0,0,0,230,230,230,230,0,0,0,0
1941,23429,POLICLINICA DEL TRABAJADOR,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA QUIMIOLUMINISCENCIA (CLIA),0,100.3,100.3,100.3,100.3,191.16,191.16,191.16,0,0,0,0
1942,18522,UNILABS PATHOLOGY DIAGNOSTICS,DETECCION DE ANTICUERPOS COVID-19 / PRUEBAS QUE DETECTAN LA INMUNIDAD,135,135,135,135,135,135,135,135,0,0,0,0
1943,8258,REJUVENECIMIENTO Y ESTETICA CABANI SRL,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE ANTÍGENO  COVID-19,150,0,0,0,0,0,0,0,0,0,0,0
1944,10182,CLINICA JESUS DEL NORTE,DETECCION DE ANTICUERPOS COVID-19 / CORONAVIRUS SARS -COV-2 DETECCIÓN,0,165,206.25,206.25,206.25,206.25,206.25,0,0,0,0,0
1945,12261,CLINICA INMACULADA,DETECCION DE ANTICUERPOS COVID-19 / LAS PRUEBAS SEROLÓGICAS O DE,0,0,0,0,140,0,140,140,0,0,0,0
1946,8271,CLINICA SAN JUAN BAUTISTA,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA RÁPIDA (IGM - IGG),125,125,0,125,125,125,125,125,0,0,0,0
1947,8024,CLINICA CAYETANO HEREDIA,DETECCION DE ANTICUERPOS COVID-19 / PRUEBAS RÁPIDAS CUANTITATIVA  POR,150,150,150,150,150,150,150,0,0,0,0,0
1948,21339,OMNIA MEDICA SAC,DETECCION DE ANTICUERPOS COVID-19 / SERVICIO DE TAMIZAJE A DOMICILIO CON,224.79,224.79,224.79,224.79,224.79,224.79,224.79,0,0,0,0,0
1949,27161,LABORATORIO CLINICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1950,17075,CLINICA BELEN,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE NASOFARINGEO,200,200,200,200,200,200,200,200,0,0,0,0
1951,28754,UNILABS,DETECCION DE ANTICUERPOS COVID-19 / DETECTA LA INMUNIDAD DEL CUERPO,0,0,0,0,0,0,0,0.01,0,0,0,0
1952,23590,LABORATORIO CLINICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1953,10815,CLINICA AMERICANA DE JULIACA,DETECCION DE ANTICUERPOS COVID-19 / ANTICUERPOS SARS-COV-2-DOSAJE IGM/IGG,0,250,250,250,250,250,250,250,0,0,0,0
1954,11113,CLINICA MONTERRICO,DETECCION DE ANTICUERPOS COVID-19 / A DOMICILIO,230,230,230,230,230,230,230,230,0,0,0,0
1955,8325,CLINICA CENTENARIO PERUANO JAPONESA,DETECCION DE ANTICUERPOS COVID-19 / Anticuerpos totales SARS-Cov-2 (IgM/G/A),118,0,0,0,0,0,0,0,0,0,0,0
1956,11113,CLINICA MONTERRICO,DETECCION DE ANTICUERPOS COVID-19 / EN CLINICA,190,190,190,190,190,190,190,190,0,0,0,0
1957,21339,OMNIA MEDICA SAC,DETECCION DE ANTICUERPOS COVID-19 / SERVICIO DE TAMIZAJE A DOMICILIO DE,162.63,162.63,162.63,162.63,162.63,162.63,162.63,0,0,0,0,0
1958,13176,IPRESS CLINICA SAN BARTOLOME,DETECCION DE ANTICUERPOS COVID-19 / COVID ANTICUERPOS PRUEBA RAPIDA,45,0,0,0,0,0,0,0,0,0,0,0
1959,17262,LABORATORIO CLINICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1960,16005,CLINICA PARROQUIAL SAN FRANCISCO DE ASIS,"DETECCION DE ANTICUERPOS COVID-19 / CORONAVIRUS SARS COV-2, ANTICUERPOS",0,0,0,0,0,135,135,135,0,0,0,0
1961,14883,LABORATORIO CLÍNICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1962,16786,ONCOSALUD,DETECCION DE ANTICUERPOS COVID-19 / SARS COV-2 ANTICUERPOS TOTALES,88,88,88,88,88,88,88,0,0,0,0,0
1963,8258,REJUVENECIMIENTO Y ESTETICA CABANI SRL,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE  ANTIGENO PARA LA,160,0,0,0,0,0,0,0,0,0,0,0
1964,13494,AUNA CLINICA MIRAFLORES,DETECCION DE ANTICUERPOS COVID-19 / SARS COV-2 ANTICUERPOS TOTALES,94.4,94.4,94.4,94.4,94.4,94.4,94.4,0,0,0,0,0
1965,12261,CLINICA INMACULADA,DETECCION DE ANTICUERPOS COVID-19 / LAS PRUEBAS SEROLÓGICAS O DE,0,0,0,0,0,0,0,120,0,0,0,0
1966,8746,CLINICA GOOD HOPE,DETECCION DE ANTICUERPOS COVID-19 / PRUEBA DE ANT¿GENOS,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,0,0,0,0
1967,27462,CLINICA LA LUZ,DETECCION DE ANTICUERPOS COVID-19 / ANTICUERPOS NEUTRALIZANTES - COVID-19,0,0,0,0,120,120,120,0,0,0,0,0
1968,8325,CLINICA CENTENARIO PERUANO JAPONESA,DETECCION DE ANTICUERPOS COVID-19 / ANTICUERPOS TOTALES SARS-COV-2,0,100,100,100,100,100,100,100,0,0,0,0
1969,25145,LABORATORIO CLÍNICO ROE,"DETECCION DE ANTICUERPOS COVID-19 / SERVICIO TOMA DE MUESTRA,",0,0,0,0,0,220,220,220,0,0,0,0
1970,13165,CENTRO DE REPOSO SAN JUAN DE DIOS,DETECCION DE ANTICUERPOS COVID-19 / DETECCIÓN DE ANTICUERPOS COVID-19,148,148,148,148,148,148,148,148,0,0,0,0
1971,10743,CLINICA STELLA MARIS,DETECCION DE ANTICUERPOS COVID-19 / COVID-19 PRUEBA RÁPIDA   (incluye uso de,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,0,0,0,0
1972,25602,CENTRO MEDICO DEL VALLE,"DETECCION DE ANTICUERPOS COVID-19 / INCLUYE TOMA DE MUESTRA, TRASLADO DE",0,0,0,120,120,120,0,0,0,0,0,0
1973,11849,CLINICA MIRAFLORES SAC,DETECCION DE ANTICUERPOS COVID-19 / SARS-COV-2 CORONAVIRUS IGG,0,303.02,248.71,248.71,248.71,248.71,248.71,248.71,0,0,0,0
1974,10464,CLINICA ANGLO AMERICANA,DETECCION DE ANTICUERPOS COVID-19 / COVID-19 ANTICUERPOS TOTALES - CLIA,150,150,150,150,150,150,150,0,0,0,0,0
